id,year,state_name,state_code,district_name,district_code,crop_name,crop_code,crop_type,season,area,area_unit,production,production_unit,yield,yield_unit
185681,2009-2010,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,783.0,Hectare,754.0,Tonnes,0.963,Tonnes/Hectare
185682,2009-2010,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,26723.0,Hectare,303009.0,Tonnes,11.339,Tonnes/Hectare
185683,2009-2010,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,1161.0,Hectare,1203.0,Tonnes,1.036,Tonnes/Hectare
185684,2009-2010,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,554.0,Hectare,469.0,Tonnes,0.847,Tonnes/Hectare
185685,2009-2010,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,12340.0,Hectare,45779.0,Tonnes,3.71,Tonnes/Hectare
185686,2009-2010,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,10748.0,Hectare,14198.0,Tonnes,1.321,Tonnes/Hectare
185687,2009-2010,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,16669.0,Hectare,77661.0,Tonnes,4.659,Tonnes/Hectare
185688,2009-2010,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,39757.0,Hectare,137638.0,Tonnes,3.462,Tonnes/Hectare
185689,2009-2010,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,1917.0,Hectare,1336.0,Tonnes,0.697,Tonnes/Hectare
185690,2009-2010,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,3001.0,Hectare,22041.0,Tonnes,7.345,Tonnes/Hectare
185691,2009-2010,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,823.0,Hectare,546.0,Tonnes,0.663,Tonnes/Hectare
185692,2009-2010,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,5152.0,Hectare,2767.0,Tonnes,0.537,Tonnes/Hectare
185693,2009-2010,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,5975.0,Hectare,3313.0,Tonnes,0.554,Tonnes/Hectare
185694,2009-2010,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,154.0,Hectare,154.0,Tonnes,1.0,Tonnes/Hectare
185695,2009-2010,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,4078.0,Hectare,4155.0,Tonnes,1.019,Tonnes/Hectare
185696,2009-2010,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,15152.0,Hectare,15996.0,Tonnes,1.056,Tonnes/Hectare
185697,2009-2010,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,16086.0,Hectare,28923.0,Tonnes,1.798,Tonnes/Hectare
185698,2009-2010,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,109281.0,Hectare,153285.0,Tonnes,1.403,Tonnes/Hectare
185699,2009-2010,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,78043.0,Hectare,108366.0,Tonnes,1.389,Tonnes/Hectare
185700,2009-2010,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Rabi,1987.0,Hectare,2792.0,Tonnes,1.405,Tonnes/Hectare
185701,2009-2010,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,258.0,Hectare,255.0,Tonnes,0.988,Tonnes/Hectare
185702,2009-2010,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,42230.0,Hectare,89106.0,Tonnes,2.11,Tonnes/Hectare
187370,2009-2010,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,510.0,Hectare,500.0,Tonnes,0.98,Tonnes/Hectare
187371,2009-2010,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,34217.0,Hectare,63000.0,Tonnes,1.841,Tonnes/Hectare
187372,2009-2010,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,1676.0,Hectare,8000.0,Tonnes,4.773,Tonnes/Hectare
187373,2009-2010,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,12.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187374,2009-2010,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187375,2009-2010,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,15.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187376,2009-2010,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,21.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187377,2009-2010,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,1123.0,Hectare,10.0,Tonnes,0.009,Tonnes/Hectare
187378,2009-2010,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,3.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187379,2009-2010,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,7.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187380,2009-2010,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,2.0,Hectare,100.0,Tonnes,50.0,Tonnes/Hectare
187381,2009-2010,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,4425.0,Hectare,14000.0,Tonnes,3.164,Tonnes/Hectare
187382,2009-2010,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,649.0,Hectare,300.0,Tonnes,0.462,Tonnes/Hectare
187383,2009-2010,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,5.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
187384,2009-2010,Haryana,6,Gurugram,62,Sweet Potato,703.0,Vegetable,Whole Year,39.0,Hectare,800.0,Tonnes,20.513,Tonnes/Hectare
187385,2009-2010,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,51610.0,Hectare,227000.0,Tonnes,4.398,Tonnes/Hectare
199291,2009-2010,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,4816.0,Hectare,2759.0,Tonnes,0.573,Tonnes/Hectare
199292,2009-2010,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,4370.0,Hectare,5170.0,Tonnes,1.183,Tonnes/Hectare
199293,2009-2010,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,568.0,Hectare,978.0,Tonnes,1.722,Tonnes/Hectare
199294,2009-2010,Uttar Pradesh,9,Varanasi,187,Coriander,509.0,Spices,Rabi,39.0,Hectare,22.0,Tonnes,0.564,Tonnes/Hectare
199295,2009-2010,Uttar Pradesh,9,Varanasi,187,Dry Chillies,502.0,Spices,Kharif,288.0,Hectare,254.0,Tonnes,0.882,Tonnes/Hectare
199296,2009-2010,Uttar Pradesh,9,Varanasi,187,Garlic,508.0,Spices,Rabi,3.0,Hectare,16.0,Tonnes,5.333,Tonnes/Hectare
199297,2009-2010,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,2229.0,Hectare,1967.0,Tonnes,0.882,Tonnes/Hectare
199298,2009-2010,Uttar Pradesh,9,Varanasi,187,Guar Seed,727.0,Vegetable,Kharif,53.0,Hectare,45.0,Tonnes,0.849,Tonnes/Hectare
199299,2009-2010,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2777.0,Hectare,3067.0,Tonnes,1.104,Tonnes/Hectare
199300,2009-2010,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,6.0,Hectare,2.0,Tonnes,0.333,Tonnes/Hectare
199301,2009-2010,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,1325.0,Hectare,1937.0,Tonnes,1.462,Tonnes/Hectare
199302,2009-2010,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Rabi,12.0,Hectare,37.0,Tonnes,3.083,Tonnes/Hectare
199303,2009-2010,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Summer,25.0,Hectare,36.0,Tonnes,1.44,Tonnes/Hectare
199304,2009-2010,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,1362.0,Hectare,2010.0,Tonnes,1.476,Tonnes/Hectare
199305,2009-2010,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,209.0,Hectare,196.0,Tonnes,0.938,Tonnes/Hectare
199306,2009-2010,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,213.0,Hectare,31.0,Tonnes,0.146,Tonnes/Hectare
199307,2009-2010,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,40.0,Hectare,40.0,Tonnes,1.0,Tonnes/Hectare
199308,2009-2010,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,253.0,Hectare,71.0,Tonnes,0.281,Tonnes/Hectare
199309,2009-2010,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,183.0,Hectare,3349.0,Tonnes,18.301,Tonnes/Hectare
199310,2009-2010,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Summer,115.0,Hectare,2236.0,Tonnes,19.443,Tonnes/Hectare
199311,2009-2010,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Total,298.0,Hectare,5585.0,Tonnes,18.742,Tonnes/Hectare
199312,2009-2010,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,2764.0,Hectare,2974.0,Tonnes,1.076,Tonnes/Hectare
199313,2009-2010,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Rabi,3450.0,Hectare,78781.0,Tonnes,22.835,Tonnes/Hectare
199314,2009-2010,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,780.0,Hectare,870.0,Tonnes,1.115,Tonnes/Hectare
199315,2009-2010,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,39295.0,Hectare,58274.0,Tonnes,1.483,Tonnes/Hectare
199316,2009-2010,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Kharif,329.0,Hectare,60.0,Tonnes,0.182,Tonnes/Hectare
199317,2009-2010,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,101.0,Hectare,11.0,Tonnes,0.109,Tonnes/Hectare
199318,2009-2010,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Kharif,3788.0,Hectare,178850.0,Tonnes,47.215,Tonnes/Hectare
199319,2009-2010,Uttar Pradesh,9,Varanasi,187,Sunflower,1007.0,Oilseeds,Summer,1.0,Hectare,2.0,Tonnes,2.0,Tonnes/Hectare
199320,2009-2010,Uttar Pradesh,9,Varanasi,187,Sweet Potato,703.0,Vegetable,Kharif,15.0,Hectare,204.0,Tonnes,13.6,Tonnes/Hectare
199321,2009-2010,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,2263.0,Hectare,864.0,Tonnes,0.382,Tonnes/Hectare
199322,2009-2010,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,97.0,Hectare,78.0,Tonnes,0.804,Tonnes/Hectare
199323,2009-2010,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2360.0,Hectare,942.0,Tonnes,0.399,Tonnes/Hectare
199324,2009-2010,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,70988.0,Hectare,178387.0,Tonnes,2.513,Tonnes/Hectare
202703,2010-2011,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,146.0,Hectare,83.0,Tonnes,0.568,Tonnes/Hectare
202704,2010-2011,Bihar,10,Purnia,214,Barley,107.0,Cereals,Rabi,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
202705,2010-2011,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,251.0,Hectare,138.0,Tonnes,0.55,Tonnes/Hectare
202706,2010-2011,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,391.0,Hectare,369.0,Tonnes,0.944,Tonnes/Hectare
202707,2010-2011,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,21289.0,Hectare,244350.0,Tonnes,11.478,Tonnes/Hectare
202708,2010-2011,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,1210.0,Hectare,1191.0,Tonnes,0.984,Tonnes/Hectare
202709,2010-2011,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,594.0,Hectare,486.0,Tonnes,0.818,Tonnes/Hectare
202710,2010-2011,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,10276.0,Hectare,34313.0,Tonnes,3.339,Tonnes/Hectare
202711,2010-2011,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,11530.0,Hectare,19128.0,Tonnes,1.659,Tonnes/Hectare
202712,2010-2011,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,16307.0,Hectare,40963.0,Tonnes,2.512,Tonnes/Hectare
202713,2010-2011,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,38113.0,Hectare,94404.0,Tonnes,2.477,Tonnes/Hectare
202714,2010-2011,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,2206.0,Hectare,1394.0,Tonnes,0.632,Tonnes/Hectare
202715,2010-2011,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,3053.0,Hectare,21490.0,Tonnes,7.039,Tonnes/Hectare
202716,2010-2011,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,812.0,Hectare,531.0,Tonnes,0.654,Tonnes/Hectare
202717,2010-2011,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,5006.0,Hectare,2713.0,Tonnes,0.542,Tonnes/Hectare
202718,2010-2011,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,5818.0,Hectare,3244.0,Tonnes,0.558,Tonnes/Hectare
202719,2010-2011,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,193.0,Hectare,200.0,Tonnes,1.036,Tonnes/Hectare
202720,2010-2011,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,3726.0,Hectare,3704.0,Tonnes,0.994,Tonnes/Hectare
202721,2010-2011,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,15293.0,Hectare,24455.0,Tonnes,1.599,Tonnes/Hectare
202722,2010-2011,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,10256.0,Hectare,19056.0,Tonnes,1.858,Tonnes/Hectare
202723,2010-2011,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,92190.0,Hectare,116991.0,Tonnes,1.269,Tonnes/Hectare
202724,2010-2011,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,66641.0,Hectare,73480.0,Tonnes,1.103,Tonnes/Hectare
202725,2010-2011,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,12.0,Hectare,9.0,Tonnes,0.75,Tonnes/Hectare
202726,2010-2011,Bihar,10,Purnia,214,Sugarcane,401.0,Sugar,Whole Year,471.0,Hectare,20519.0,Tonnes,43.565,Tonnes/Hectare
202727,2010-2011,Bihar,10,Purnia,214,Sunflower,1007.0,Oilseeds,Rabi,1886.0,Hectare,2705.0,Tonnes,1.434,Tonnes/Hectare
202728,2010-2011,Bihar,10,Purnia,214,Tobacco,1302.0,Drugs And Narcotics,Whole Year,41.0,Hectare,73.0,Tonnes,1.78,Tonnes/Hectare
202729,2010-2011,Bihar,10,Purnia,214,Urad,203.0,Pulses,Kharif,171.0,Hectare,149.0,Tonnes,0.871,Tonnes/Hectare
202730,2010-2011,Bihar,10,Purnia,214,Wheat,106.0,Cereals,Rabi,42075.0,Hectare,82666.0,Tonnes,1.965,Tonnes/Hectare
204591,2010-2011,Haryana,6,Gurugram,62,Arhar/Tur,202.0,Pulses,Kharif,885.0,Hectare,800.0,Tonnes,0.904,Tonnes/Hectare
204592,2010-2011,Haryana,6,Gurugram,62,Bajra,103.0,Cereals,Kharif,34026.0,Hectare,65000.0,Tonnes,1.91,Tonnes/Hectare
204593,2010-2011,Haryana,6,Gurugram,62,Barley,107.0,Cereals,Rabi,1277.0,Hectare,4000.0,Tonnes,3.132,Tonnes/Hectare
204594,2010-2011,Haryana,6,Gurugram,62,Cotton(Lint),1101.0,Fiber Crops,Kharif,8.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204595,2010-2011,Haryana,6,Gurugram,62,Dry Chillies,502.0,Spices,Whole Year,2.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204596,2010-2011,Haryana,6,Gurugram,62,Gram,201.0,Pulses,Rabi,3.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204597,2010-2011,Haryana,6,Gurugram,62,Groundnut,1001.0,Oilseeds,Kharif,20.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204598,2010-2011,Haryana,6,Gurugram,62,Jowar,102.0,Cereals,Kharif,733.0,Hectare,1000.0,Tonnes,1.364,Tonnes/Hectare
204599,2010-2011,Haryana,6,Gurugram,62,Maize,104.0,Cereals,Kharif,2.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204600,2010-2011,Haryana,6,Gurugram,62,Masoor,205.0,Pulses,Rabi,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204601,2010-2011,Haryana,6,Gurugram,62,Moong(Green Gram),204.0,Pulses,Kharif,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204602,2010-2011,Haryana,6,Gurugram,62,Onion,708.0,Vegetable,Whole Year,3.0,Hectare,100.0,Tonnes,33.333,Tonnes/Hectare
204603,2010-2011,Haryana,6,Gurugram,62,Peas & Beans (Pulses),213.0,Pulses,Rabi,28.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204604,2010-2011,Haryana,6,Gurugram,62,Potato,701.0,Vegetable,Whole Year,3.0,Hectare,100.0,Tonnes,33.333,Tonnes/Hectare
204605,2010-2011,Haryana,6,Gurugram,62,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,12250.0,Hectare,22000.0,Tonnes,1.796,Tonnes/Hectare
204606,2010-2011,Haryana,6,Gurugram,62,Rice,101.0,Cereals,Kharif,5151.0,Hectare,14000.0,Tonnes,2.718,Tonnes/Hectare
204607,2010-2011,Haryana,6,Gurugram,62,Sannhamp,1104.0,Fiber Crops,Whole Year,1.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204608,2010-2011,Haryana,6,Gurugram,62,Sesamum,1003.0,Oilseeds,Kharif,353.0,Hectare,100.0,Tonnes,0.283,Tonnes/Hectare
204609,2010-2011,Haryana,6,Gurugram,62,Sugarcane,401.0,Sugar,Whole Year,42.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204610,2010-2011,Haryana,6,Gurugram,62,Sweet Potato,703.0,Vegetable,Whole Year,37.0,Hectare,,Tonnes,0.0,Tonnes/Hectare
204611,2010-2011,Haryana,6,Gurugram,62,Wheat,106.0,Cereals,Rabi,50833.0,Hectare,240000.0,Tonnes,4.721,Tonnes/Hectare
215824,2010-2011,Uttar Pradesh,9,Varanasi,187,Arhar/Tur,202.0,Pulses,Kharif,4327.0,Hectare,3344.0,Tonnes,0.773,Tonnes/Hectare
215825,2010-2011,Uttar Pradesh,9,Varanasi,187,Bajra,103.0,Cereals,Kharif,5626.0,Hectare,6550.0,Tonnes,1.164,Tonnes/Hectare
215826,2010-2011,Uttar Pradesh,9,Varanasi,187,Barley,107.0,Cereals,Rabi,245.0,Hectare,453.0,Tonnes,1.849,Tonnes/Hectare
215827,2010-2011,Uttar Pradesh,9,Varanasi,187,Dry Chillies,502.0,Spices,Kharif,331.0,Hectare,290.0,Tonnes,0.876,Tonnes/Hectare
215828,2010-2011,Uttar Pradesh,9,Varanasi,187,Gram,201.0,Pulses,Rabi,2236.0,Hectare,2160.0,Tonnes,0.966,Tonnes/Hectare
215829,2010-2011,Uttar Pradesh,9,Varanasi,187,Groundnut,1001.0,Oilseeds,Kharif,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
215830,2010-2011,Uttar Pradesh,9,Varanasi,187,Guar Seed,727.0,Vegetable,Kharif,53.0,Hectare,44.0,Tonnes,0.83,Tonnes/Hectare
215831,2010-2011,Uttar Pradesh,9,Varanasi,187,Jowar,102.0,Cereals,Kharif,2525.0,Hectare,3061.0,Tonnes,1.212,Tonnes/Hectare
215832,2010-2011,Uttar Pradesh,9,Varanasi,187,Linseed,1005.0,Oilseeds,Rabi,1.0,Hectare,1.0,Tonnes,1.0,Tonnes/Hectare
215833,2010-2011,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Kharif,3109.0,Hectare,4570.0,Tonnes,1.47,Tonnes/Hectare
215834,2010-2011,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Summer,34.0,Hectare,50.0,Tonnes,1.471,Tonnes/Hectare
215835,2010-2011,Uttar Pradesh,9,Varanasi,187,Maize,104.0,Cereals,Total,3143.0,Hectare,4620.0,Tonnes,1.47,Tonnes/Hectare
215836,2010-2011,Uttar Pradesh,9,Varanasi,187,Masoor,205.0,Pulses,Rabi,203.0,Hectare,158.0,Tonnes,0.778,Tonnes/Hectare
215837,2010-2011,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Kharif,276.0,Hectare,130.0,Tonnes,0.471,Tonnes/Hectare
215838,2010-2011,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Summer,57.0,Hectare,57.0,Tonnes,1.0,Tonnes/Hectare
215839,2010-2011,Uttar Pradesh,9,Varanasi,187,Moong(Green Gram),204.0,Pulses,Total,333.0,Hectare,187.0,Tonnes,0.562,Tonnes/Hectare
215840,2010-2011,Uttar Pradesh,9,Varanasi,187,Onion,708.0,Vegetable,Rabi,95.0,Hectare,1749.0,Tonnes,18.411,Tonnes/Hectare
215841,2010-2011,Uttar Pradesh,9,Varanasi,187,Peas & Beans (Pulses),213.0,Pulses,Rabi,3048.0,Hectare,5035.0,Tonnes,1.652,Tonnes/Hectare
215842,2010-2011,Uttar Pradesh,9,Varanasi,187,Potato,701.0,Vegetable,Rabi,3465.0,Hectare,61199.0,Tonnes,17.662,Tonnes/Hectare
215843,2010-2011,Uttar Pradesh,9,Varanasi,187,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,760.0,Hectare,909.0,Tonnes,1.196,Tonnes/Hectare
215844,2010-2011,Uttar Pradesh,9,Varanasi,187,Rice,101.0,Cereals,Kharif,42021.0,Hectare,84882.0,Tonnes,2.02,Tonnes/Hectare
215845,2010-2011,Uttar Pradesh,9,Varanasi,187,Sannhamp,1104.0,Fiber Crops,Kharif,361.0,Hectare,118.0,Tonnes,0.327,Tonnes/Hectare
215846,2010-2011,Uttar Pradesh,9,Varanasi,187,Sesamum,1003.0,Oilseeds,Kharif,445.0,Hectare,88.0,Tonnes,0.198,Tonnes/Hectare
215847,2010-2011,Uttar Pradesh,9,Varanasi,187,Sugarcane,401.0,Sugar,Kharif,3972.0,Hectare,174402.0,Tonnes,43.908,Tonnes/Hectare
215848,2010-2011,Uttar Pradesh,9,Varanasi,187,Sweet Potato,703.0,Vegetable,Kharif,46.0,Hectare,567.0,Tonnes,12.326,Tonnes/Hectare
215849,2010-2011,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Kharif,1991.0,Hectare,1344.0,Tonnes,0.675,Tonnes/Hectare
215850,2010-2011,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Summer,48.0,Hectare,36.0,Tonnes,0.75,Tonnes/Hectare
215851,2010-2011,Uttar Pradesh,9,Varanasi,187,Urad,203.0,Pulses,Total,2039.0,Hectare,1380.0,Tonnes,0.677,Tonnes/Hectare
215852,2010-2011,Uttar Pradesh,9,Varanasi,187,Wheat,106.0,Cereals,Rabi,70642.0,Hectare,198007.0,Tonnes,2.803,Tonnes/Hectare
219322,2011-2012,Bihar,10,Purnia,214,Arhar/Tur,202.0,Pulses,Kharif,140.0,Hectare,266.0,Tonnes,1.9,Tonnes/Hectare
219323,2011-2012,Bihar,10,Purnia,214,Gram,201.0,Pulses,Rabi,256.0,Hectare,179.0,Tonnes,0.699,Tonnes/Hectare
219324,2011-2012,Bihar,10,Purnia,214,Horse-Gram,206.0,Pulses,Kharif,485.0,Hectare,462.0,Tonnes,0.953,Tonnes/Hectare
219325,2011-2012,Bihar,10,Purnia,214,Jute,1102.0,Fiber Crops,Kharif,24977.0,Hectare,305413.0,Tonnes,12.228,Tonnes/Hectare
219326,2011-2012,Bihar,10,Purnia,214,Khesari,521.0,Spices,Rabi,896.0,Hectare,1133.0,Tonnes,1.265,Tonnes/Hectare
219327,2011-2012,Bihar,10,Purnia,214,Linseed,1005.0,Oilseeds,Rabi,601.0,Hectare,520.0,Tonnes,0.865,Tonnes/Hectare
219328,2011-2012,Bihar,10,Purnia,214,Maize,104.0,Cereals,Autumn,10921.0,Hectare,17950.0,Tonnes,1.644,Tonnes/Hectare
219329,2011-2012,Bihar,10,Purnia,214,Maize,104.0,Cereals,Rabi,11623.0,Hectare,28662.0,Tonnes,2.466,Tonnes/Hectare
219330,2011-2012,Bihar,10,Purnia,214,Maize,104.0,Cereals,Summer,16164.0,Hectare,51036.0,Tonnes,3.157,Tonnes/Hectare
219331,2011-2012,Bihar,10,Purnia,214,Maize,104.0,Cereals,Total,38708.0,Hectare,97648.0,Tonnes,2.523,Tonnes/Hectare
219332,2011-2012,Bihar,10,Purnia,214,Masoor,205.0,Pulses,Rabi,2191.0,Hectare,1361.0,Tonnes,0.621,Tonnes/Hectare
219333,2011-2012,Bihar,10,Purnia,214,Mesta,1103.0,Fiber Crops,Kharif,3011.0,Hectare,45165.0,Tonnes,15.0,Tonnes/Hectare
219334,2011-2012,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Kharif,599.0,Hectare,333.0,Tonnes,0.556,Tonnes/Hectare
219335,2011-2012,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Summer,3816.0,Hectare,4316.0,Tonnes,1.131,Tonnes/Hectare
219336,2011-2012,Bihar,10,Purnia,214,Moong(Green Gram),204.0,Pulses,Total,4415.0,Hectare,4649.0,Tonnes,1.053,Tonnes/Hectare
219337,2011-2012,Bihar,10,Purnia,214,Peas & Beans (Pulses),213.0,Pulses,Rabi,190.0,Hectare,196.0,Tonnes,1.032,Tonnes/Hectare
219338,2011-2012,Bihar,10,Purnia,214,Rapeseed &Mustard,1004.0,Oilseeds,Rabi,3762.0,Hectare,4326.0,Tonnes,1.15,Tonnes/Hectare
219339,2011-2012,Bihar,10,Purnia,214,Rice,101.0,Cereals,Autumn,13084.0,Hectare,15026.0,Tonnes,1.148,Tonnes/Hectare
219340,2011-2012,Bihar,10,Purnia,214,Rice,101.0,Cereals,Summer,10918.0,Hectare,19585.0,Tonnes,1.794,Tonnes/Hectare
219341,2011-2012,Bihar,10,Purnia,214,Rice,101.0,Cereals,Total,98029.0,Hectare,195555.0,Tonnes,1.995,Tonnes/Hectare
219342,2011-2012,Bihar,10,Purnia,214,Rice,101.0,Cereals,Winter,74027.0,Hectare,160944.0,Tonnes,2.174,Tonnes/Hectare
219343,2011-2012,Bihar,10,Purnia,214,Sesamum,1003.0,Oilseeds,Kharif,13.0,Hectare,11.0,Tonnes,0.846,Tonnes/Hectare
